,17.1,17.2,17.3,17.4,17.5
0,-0.011572465300559998,0.00758714135736227,0.00340493256226182,0.009622149169445038,-0.010700596496462822
1,0.05110517144203186,0.026724467054009438,0.019809354096651077,0.02645758166909218,0.05042329803109169
2,0.0409180112183094,0.04059511795639992,0.033480238169431686,0.03694479167461395,0.026881985366344452
3,-0.012776292860507965,-0.02371307462453842,-0.03677966445684433,-0.010440630838274956,-0.029570184648036957
4,-0.01566789671778679,-0.05136312171816826,-0.012289728038012981,0.01490567997097969,0.0167947169393301
5,0.013635304756462574,0.04255056381225586,0.03995120897889137,-0.0119045814499259,0.021583886817097664
6,0.02171727828681469,0.003334040055051446,0.013542999513447285,-0.021200668066740036,0.0073011997155845165
7,-0.030948633328080177,0.021575117483735085,0.0014442987740039825,0.0022641329560428858,0.014445804990828037
8,0.03728838264942169,0.06455588340759277,0.0424065962433815,0.08517531305551529,0.0654563307762146
9,0.012945675291121006,0.0106637142598629,-0.018249159678816795,0.0053800190798938274,0.0216752327978611
10,0.03295702859759331,0.032616887241601944,0.018658390268683434,0.04389190301299095,-0.006368159782141447
11,-0.023834560066461563,-0.03238223120570183,0.017891081050038338,-0.01442656945437193,-0.018582498654723167
12,-0.015280736610293388,-0.021144919097423553,-0.028390422463417053,-0.025033557787537575,-0.011724982410669327
13,-0.028165917843580246,-0.024012910202145576,-0.0054191178642213345,-0.02386239729821682,-0.024663569405674934
14,0.013018268160521984,0.014509430155158043,0.02340291626751423,0.02551266923546791,0.03570345416665077
15,0.02848048508167267,0.024469181895256042,0.03693312779068947,0.0241951122879982,0.010870239697396755
16,0.03723998740315437,0.02562941424548626,0.04473409801721573,0.04008563235402107,0.03296305611729622
17,-0.02632690593600273,-0.029879257082939148,-0.01147126592695713,-0.030050916597247124,-0.06691787391901016
18,-0.04224887490272522,-0.028627770021557808,-0.04112774878740311,-0.06377501785755157,-0.021101053804159164
19,-0.000700971984770149,0.011406784877181053,0.011330592446029186,0.028560347855091095,0.039461713284254074
20,0.041184186935424805,0.02583799697458744,0.02695811353623867,0.07484780997037888,0.038548246026039124
21,-0.0038262333255261183,-0.008486648090183735,-0.03616581857204437,-0.0013267053291201591,-0.044890306890010834
22,0.003983517177402973,0.033920519053936005,-0.0382375530898571,0.009568914771080017,-0.018699944019317627
23,0.019370118156075478,0.006935324985533953,0.01067837979644537,0.009568914771080017,-0.03157980740070343
24,0.013369131833314896,0.007671877276152372,-0.013312806375324726,0.006344895344227552,0.05653046816587448
25,0.021499499678611755,-0.010429060086607933,-0.017290024086833,-0.005160426255315542,0.018973983824253082
26,0.019309623166918755,-0.0064171310514211655,0.04199736565351486,0.0350017324090004,0.027691055089235306
27,-0.03135998919606209,-0.01609986089169979,-0.007423711940646172,-0.02427496574819088,-0.04269798845052719
28,0.023713573813438416,0.004660486243665218,0.0035456058103591204,-0.013681285083293915,0.014876439236104488
29,-0.024330610409379005,0.013023288920521736,-0.03647274151444435,-0.01561103854328394,0.020448578521609306
30,-0.020797772333025932,0.011478484608232975,-0.026050131767988205,0.011565211229026318,0.009584863670170307
31,0.0005508717731572688,-0.02220086194574833,-0.005713252816349268,-0.021666470915079117,-0.01854335144162178
32,-0.011778144165873528,-0.014913556165993214,-0.03621697053313255,-0.00859738327562809,0.014680696651339531
33,-0.005786232650279999,0.00311405211687088,0.017047042027115822,-0.026191409677267075,-0.003591876942664385
34,0.06271997839212418,0.04270699992775917,0.06394239515066147,0.017101606354117393,0.047500208020210266
35,0.018571598455309868,0.00148940016515553,-0.0019454472931101918,0.015837285667657852,0.01436750777065754
36,-0.016817279160022736,0.018316036090254784,-0.01246876735240221,-0.022691236808896065,-0.009832804091274738
37,0.015728389844298363,0.04171624034643173,0.04629429429769516,0.05089225247502327,0.05350298061966896
38,0.019672587513923645,0.034024808555841446,-0.009226887486875057,0.0265108160674572,0.011601012200117111
39,-0.002259443746879697,0.023856474086642265,-0.013184921815991402,-0.00428538303822279,-0.004267189186066389
40,0.022685177624225616,0.03764890506863594,0.020563874393701553,0.04836360737681389,0.021414242684841156
41,-0.04432986304163933,-0.05537831038236618,-0.06169162318110466,-0.023210274055600166,-0.06002773717045784
42,-0.03317480534315109,-0.03410302475094795,-0.06506778299808502,-0.02898622490465641,-0.03458119556307793
43,-0.04464443027973175,-0.055899761617183685,-0.08358550071716309,-0.04450410231947899,-0.03609493747353554
44,-0.017736785113811493,0.013609923422336578,-0.047368526458740234,-0.005945636425167322,-0.04376804828643799
45,0.027367400005459785,0.025225289165973663,0.0027079603169113398,0.0172480009496212,0.010041596367955208
46,0.0239313505589962,0.033659789711236954,0.019860507920384407,-0.005553031340241432,-0.0017404780955985188
47,-0.07046318799257278,-0.03738817945122719,-0.051153916865587234,-0.03204721212387085,-0.018739093095064163
48,0.007543577812612057,0.011582775041460991,-0.012941940687596798,-0.007133432663977146,-0.012103418819606304
49,0.0576384998857975,0.020493103191256523,0.06036162003874779,0.029997682198882103,0.0384177528321743
50,-0.01927332766354084,0.04424528777599335,-0.006784288212656975,0.006361531559377909,0.0026164264418184757
51,0.030609866604208946,0.025811923667788506,0.016151849180459976,0.04210854694247246,0.03700840473175049
52,-0.026084929704666138,0.028419189155101776,0.013223286718130112,0.025286421179771423,-0.023319469764828682
53,0.05434763804078102,0.0315479077398777,-0.0035456058103591204,0.03462908789515495,0.05433814972639084
54,0.024052338674664497,0.018042273819446564,0.031817734241485596,0.030769582837820053,-0.012605824507772923
55,0.007821849547326565,-0.024025946855545044,-0.009297223761677742,0.005975580774247646,-0.0022477777674794197
56,-0.009497527964413166,-0.017481712624430656,-0.033633697777986526,-0.05336765944957733,-0.03833945468068123
57,0.011046169325709343,-0.0011496408842504025,0.04261121153831482,0.015038766898214817,0.011979448609054089
58,0.008081972599029541,0.03923933953046799,0.0014578865375369787,0.0119045814499259,0.05180654674768448
59,0.00966086145490408,0.031521834433078766,0.0347079299390316,0.05177062004804611,0.004009461496025324
60,0.07080195099115372,0.05897633358836174,0.03404293209314346,0.04330632463097572,0.03079683892428875
61,-0.018595796078443527,-0.022109607234597206,-0.02721388265490532,-0.021253902465105057,-0.057156845927238464
62,0.03571554645895958,0.012084673158824444,0.007219096180051565,0.02609824948012829,0.01853030174970627
63,-0.024875054135918617,-0.05647335946559906,-0.059082772582769394,-0.02267792820930481,-0.027743253856897354
64,-0.03806270286440849,-0.05417896807193756,-0.06230546906590462,-0.04242795333266258,-0.03627763316035271
65,-0.01811184734106064,0.009314454160630703,0.011094005778431892,0.00609535863623023,0.019939647987484932
66,0.052169859409332275,-0.001904933014884591,0.04220198094844818,0.05536395683884621,0.041523534804582596
67,0.024221722036600113,0.03519807755947113,0.02515493705868721,0.03281911462545395,0.062167856842279434
68,0.030585668981075287,0.013909758999943733,0.012129872106015682,0.027176249772310257,0.0017600524006411433
69,0.0039714183658361435,0.027897736057639122,0.035858895629644394,0.013002544641494751,0.01678166724741459
70,-0.03728838264942169,-0.029957475140690804,-0.020435988903045654,-0.000554804049897939,-0.02440257929265499
71,-0.018390117213129997,-0.0234393123537302,0.002090916270390153,-0.0034203212708234787,0.00718375388532877
